age,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
48,telephone,may,wed,1,6,1,success,-1.8,93.876,-40.0,0.682,5008.7
50,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
38,telephone,may,tue,12,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
25,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2
31,cellular,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
46,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
31,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
30,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
35,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
43,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
57,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
41,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
34,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
32,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7
46,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
80,cellular,mar,fri,3,6,4,success,-1.8,93.369,-34.8,0.649,5008.7
45,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,telephone,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
49,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
50,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
47,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
46,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
32,cellular,jul,tue,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
31,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
31,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
29,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1
48,cellular,may,mon,7,999,1,failure,-1.8,92.89299999999999,-46.2,1.244,5099.1
43,cellular,nov,fri,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
29,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
47,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
47,cellular,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
56,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
33,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
30,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
50,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
45,cellular,jul,tue,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
38,cellular,apr,thu,1,6,1,success,-1.8,93.749,-34.6,0.659,5008.7
30,cellular,jul,fri,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
39,cellular,jul,thu,29,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
37,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
45,cellular,apr,tue,3,7,1,success,-1.8,93.749,-34.6,0.642,5008.7
36,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
22,cellular,jul,fri,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
38,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
31,telephone,may,wed,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
43,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
47,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
28,cellular,jul,thu,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
42,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
32,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1
42,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
20,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
36,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
44,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
34,cellular,may,fri,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1
67,cellular,nov,tue,4,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5
42,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
41,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
37,cellular,may,tue,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1
35,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
34,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8
48,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
57,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
54,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
34,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
29,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
35,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
40,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
54,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.7190000000000001,5017.5
32,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
47,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
40,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
30,cellular,may,mon,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1
51,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
46,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.873,5076.2
49,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
47,cellular,nov,fri,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
35,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
42,cellular,apr,thu,4,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
35,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
48,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
29,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
30,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
58,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
52,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,telephone,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
55,cellular,jul,tue,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
49,telephone,jul,thu,12,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
44,cellular,may,thu,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
35,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
44,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
35,cellular,may,fri,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2590000000000001,5099.1
39,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
26,cellular,jul,fri,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
39,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
33,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
59,telephone,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
52,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
29,cellular,may,wed,1,6,1,success,-1.8,92.89299999999999,-46.2,1.281,5099.1
48,cellular,may,wed,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
31,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
28,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
39,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
39,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
30,cellular,may,tue,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
40,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
32,cellular,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
37,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
28,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.7990000000000002,5099.1
45,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
47,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
58,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
33,cellular,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
47,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
60,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
28,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7
41,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
54,telephone,jul,mon,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
32,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
42,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
41,cellular,jul,wed,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
58,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2
34,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1
44,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
59,cellular,may,thu,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1
34,telephone,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
48,cellular,nov,mon,1,4,1,success,-0.1,93.2,-42.0,4.191,5195.8
47,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5
54,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
31,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
34,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0
38,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
56,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
31,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
31,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
57,cellular,aug,thu,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
43,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
46,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
24,cellular,sep,wed,1,17,4,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6
53,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
51,cellular,aug,tue,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.838,5076.2
45,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
36,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
30,cellular,nov,tue,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6
45,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
58,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
36,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
33,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
44,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
25,cellular,jun,mon,2,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6
32,cellular,apr,mon,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
31,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
57,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
34,cellular,may,fri,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1
41,telephone,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
53,cellular,mar,thu,1,9,2,success,-1.8,93.369,-34.8,0.643,5008.7
35,cellular,jul,wed,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
59,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
41,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
35,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
41,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,cellular,jul,thu,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6
46,cellular,may,wed,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
60,cellular,aug,tue,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
34,cellular,oct,fri,1,999,2,failure,-3.4,92.431,-26.9,0.73,5017.5
50,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
43,telephone,jun,fri,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
44,cellular,jul,thu,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
32,cellular,jun,tue,1,3,2,failure,-2.9,92.963,-40.8,1.262,5076.2
36,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
40,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
53,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
34,cellular,may,wed,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1
34,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
47,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
39,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
50,telephone,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
37,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
24,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
46,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
33,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
58,cellular,nov,fri,3,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8
36,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
41,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
33,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
29,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
51,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2
52,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.884,5076.2
44,cellular,jul,fri,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
42,cellular,jul,thu,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
43,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
32,cellular,jul,mon,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
31,cellular,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1
37,cellular,jul,wed,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
34,cellular,may,tue,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1
36,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2
29,cellular,jul,mon,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
52,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
54,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
31,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
43,cellular,may,thu,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1
35,cellular,jun,wed,1,13,2,failure,-1.7,94.055,-39.8,0.7390000000000001,4991.6
35,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
53,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8
40,telephone,sep,fri,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5
28,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1
39,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
41,cellular,may,fri,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1
46,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
52,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
44,telephone,jul,fri,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6
31,cellular,jul,wed,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
31,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
35,cellular,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
38,cellular,mar,fri,2,10,1,success,-1.8,92.84299999999999,-50.0,1.726,5099.1
51,cellular,may,tue,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1
47,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
39,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
36,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
46,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
50,telephone,jun,fri,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
32,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
26,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
30,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
56,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8
31,telephone,may,fri,17,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
47,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
46,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
54,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8
40,cellular,jul,mon,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
45,telephone,jul,tue,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
30,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
82,cellular,jul,wed,1,999,0,nonexistent,-1.7,94.215,-40.3,0.8809999999999999,4991.6
39,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
46,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
33,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
39,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
37,cellular,jul,fri,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
41,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
27,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
39,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
46,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8
54,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
25,cellular,jul,thu,29,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1
37,cellular,dec,mon,2,6,1,success,-3.0,92.713,-33.0,0.706,5023.5
53,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
58,cellular,may,tue,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1
37,cellular,jul,mon,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
37,cellular,may,wed,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1
24,cellular,may,mon,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
33,telephone,jul,mon,17,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1
59,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
60,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.7390000000000001,5017.5
31,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
38,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
35,cellular,jul,thu,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1
52,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
42,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
40,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
58,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
44,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
53,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
30,telephone,jun,thu,7,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
43,cellular,jul,wed,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1
43,cellular,aug,fri,1,6,2,failure,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2
57,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
37,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5
40,cellular,may,tue,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1
33,cellular,may,thu,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1
49,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
52,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2
31,cellular,may,mon,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1
37,cellular,aug,wed,11,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1
45,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
28,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
45,telephone,jul,fri,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1
34,cellular,may,thu,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1
39,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
41,cellular,may,mon,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1
55,telephone,oct,mon,2,10,3,success,-1.1,94.601,-49.5,0.977,4963.6
49,cellular,may,tue,1,999,2,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1
26,telephone,jun,fri,6,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1
46,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
38,cellular,jul,tue,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1
49,cellular,jul,thu,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1
51,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
41,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1
32,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
37,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
